Date,TempMax,TempAvg,TempMin,DewMax,DewAvg,DewMin,HumidityMax,HumidityAvg,HumidityMin,WindMax,WindAvg,WindMin,PressureMax,PressureAvg,PressureMin,RainTotal,DateSeattle,DayBeforeRainSeattle,Season
8252015,95,79.3,63,43,36.6,33,37,22.7,12,10,5.8,0,27.1,27,26.9,0,8242015,0,Summer
8262015,94,80.8,64,47,36.3,33,33,21.4,12,14,5.4,0,27.1,27,27,0,8252015,0,Summer
8272015,92,81.4,71,49,41.8,36,42,26.5,14,16,7.7,0,27.2,27.1,27,0,8262015,0,Summer
8282015,91,80.8,72,44,38.9,36,34,22.9,16,15,7.3,0,27.1,27,26.9,0,8272015,0,Summer
8292015,93,81.8,75,51,42.3,38,43,25.4,15,14,8.1,0,26.9,26.9,26.8,0,8282015,0,Summer
8302015,79,70.3,57,50,41.8,36,59,37.2,22,13,5.7,0,27,27,26.9,0,8292015,0.04,Summer
8312015,81,67.4,53,44,42,38,66,42.9,21,8,2.9,0,27.1,27,26.9,0,8302015,1.31,Summer
912015,86,72,59,42,38.9,37,46,31.3,20,8,3.7,0,27,26.9,26.8,0,8312015,0.35,Summer
922015,85,73.3,63,41,38.1,36,41,28.8,17,16,7.7,0,26.9,26.8,26.8,0,912015,0,Summer
932015,70,62.3,55,44,41.4,36,67,47.5,31,21,13.3,6,27,26.9,26.8,0,922015,0.23,Summer
942015,72,59.5,50,45,40.9,37,77,52.4,31,33,10.8,0,26.9,26.9,26.8,0.01,932015,0,Summer
952015,63,53.7,47,43,38.7,32,83,58.9,35,15,5.8,0,27.2,27.1,26.9,0.01,942015,0,Summer
962015,74,60,46,37,31.8,27,71,39,18,12,5.5,0,27.2,27.1,27.1,0.02,952015,0,Summer
972015,76,61.9,47,36,32.5,28,58,34.8,22,15,5.8,0,27.2,27.1,27.1,0,962015,0.05,Summer
982015,79,64.8,50,40,33.8,28,61,34,15,9,5,0,27.2,27.1,27.1,0.01,972015,0.17,Summer
992015,88,71,56,39,34.1,29,40,27.4,14,9,4.5,0,27.1,27.1,27,0,982015,0,Summer
9102015,90,73.5,59,41,34.2,30,36,24.9,13,13,5.6,0,27.1,27.1,27,0,992015,0,Summer
9112015,92,74.8,57,41,33.5,27,36,23.2,12,9,4.7,0,27.2,27.1,27.1,0,9102015,0,Summer
9122015,93,76.6,61,44,35.8,30,34,23.6,14,9,4.8,0,27.1,27,26.9,0,9112015,0,Summer
9132015,90,76.8,64,43,35.2,29,37,23.8,12,14,6.1,0,26.9,26.9,26.8,0,9122015,0,Summer
9142015,73,62.4,57,52,35.4,24,78,39.3,22,10,4.3,0,26.8,26.8,26.7,0,9132015,0,Summer
9152015,62,55.5,51,51,48.1,45,96,77.7,53,12,4.6,0,26.9,26.8,26.8,0.13,9142015,0.02,Summer
9162015,64,56.2,51,52,45.1,37,94,70,37,12,4.3,0,27,26.9,26.9,0.12,9152015,0,Summer
9172015,62,55.1,50,50,47.1,44,93,75.6,54,20,6.1,0,27.1,27.1,27,0,9162015,0,Summer
9182015,69,57.1,46,46,41.8,36,89,60.8,30,8,3.4,0,27.2,27.2,27.1,0.32,9172015,0.1,Summer
9192015,76,61.4,47,42,39.8,35,80,48.3,23,12,4.1,0,27.1,27.1,27.1,0,9182015,0.01,Summer
9202015,86,68.1,50,42,38.9,37,71,38,18,9,4.8,0,27.1,27,26.9,0,9192015,0,Summer
9212015,83,69,55,45,39.9,33,64,37.1,17,12,5,0,27,26.9,26.9,0,9202015,0,Summer
9222015,86,70.4,54,43,38.8,35,64,33.6,18,10,4.7,0,26.9,26.9,26.9,0,9212015,0.16,Summer
9232015,83,70.3,56,41,36.9,31,53,31.7,15,8,5.1,0,27.1,27,26.9,0,9222015,0,Fall
9242015,84,70.3,59,46,38.2,34,49,32.7,17,13,5.4,0,27.1,27.1,27,0,9232015,0,Fall
9252015,94,73.3,58,50,39.8,28,56,33.5,10,10,4.9,0,27.1,27,26.9,0,9242015,0,Fall
9262015,84,73.3,63,48,38.2,34,52,29.6,18,10,4.8,0,27,27,26.9,0,9252015,0.01,Fall
9272015,77,63.2,51,45,41.2,37,61,46.2,28,14,6.9,0,27,27,26.9,0,9262015,0.07,Fall
9282015,80,63.3,47,42,38.7,34,63,42.3,24,8,2.7,0,27.1,27,27,0,9272015,0,Fall
9292015,85,69.6,56,45,38.5,34,45,33.5,19,8,5,0,27.1,27,26.9,0,9282015,0,Fall
9302015,76,68.2,56,46,38.2,32,57,34.2,24,10,5.3,0,27,27,26.9,0,9292015,0,Fall
1012015,74,67.3,61,55,51.1,47,75,57.4,41,15,7.5,0,27,27,26.9,0.01,9302015,0,Fall
1022015,80,66.3,57,56,45.2,33,93,54.9,19,25,10,0,27,26.9,26.9,0.03,1012015,0,Fall
1032015,67,58.4,50,43,39.4,35,61,49.9,37,8,5,0,26.9,26.9,26.8,0,1022015,0,Fall
1042015,71,60.1,49,44,41.3,39,74,51.8,32,10,4.7,0,27,26.9,26.9,0,1032015,0,Fall
1052015,76,61.7,48,47,42.5,39,71,51.4,33,7,3.8,0,27,27,26.9,0,1042015,0,Fall
1062015,80,64.5,52,43,40.8,37,69,45,23,12,4,0,27.1,27.1,27,0,1052015,0,Fall
1072015,76,65.5,53,51,40.7,36,61,41.5,26,12,5.7,0,27.3,27.2,27.1,0,1062015,0,Fall
1082015,75,64.2,56,54,51,48,87,64,43,7,2,0,27.3,27.3,27.2,0,1072015,0.01,Fall
1092015,88,70,56,48,42.8,39,75,41.1,18,14,5.5,0,27.2,27.1,27,0,1082015,0.38,Fall
10102015,89,74.6,59,41,35.7,29,48,27.1,12,15,8.5,3,27,26.9,26.8,0,1092015,0,Fall
10112015,74,61.7,52,45,34.5,22,55,37.5,24,29,10.4,0,27.3,27.2,26.9,0,10102015,0.04,Fall
10122015,75,57,48,35,26.8,21,44,32.5,18,10,5,0,27.2,27.2,27.1,0,10112015,1.1,Fall
10132015,79,61.1,48,40,33.5,30,54,37.2,21,8,3.7,0,27.2,27.2,27.1,0,10122015,0,Fall
10142015,79,63.6,51,40,36.3,33,54,37.8,23,8,4.3,0,27.2,27.1,27.1,0,10132015,0.22,Fall
10152015,80,63.6,52,38,34.3,31,49,35.2,19,9,4.5,0,27.2,27.1,27.1,0,10142015,0.01,Fall
10162015,79,64.1,53,36,31.9,30,45,31.6,18,12,4.8,0,27.1,27.1,27,0,10152015,0,Fall
10172015,74,63.1,54,58,39.5,29,93,45.6,24,16,6.7,0,27,26.9,26.9,0,10162015,0,Fall
10182015,66,60.4,55,57,55.5,53,97,84.8,68,8,3.8,0,27.1,27,26.9,0.17,10172015,0,Fall
10192015,58,54.4,53,57,53.1,51,100,95.2,88,16,7.6,0,27,26.9,26.9,0.2,10182015,0.01,Fall
10202015,66,55,47,51,44.7,41,93,71.5,42,22,10.7,0,27.2,27.1,27.1,0.16,10192015,0.15,Fall
10212015,65,53.9,44,45,42.2,39,86,66.5,46,7,3.7,0,27.2,27.2,27.1,0,10202015,0.01,Fall
10222015,63,52.6,44,44,42,40,90,68.8,45,14,5.2,0,27.1,27.1,27.1,0,10212015,0,Fall
10232015,64,51.3,38,40,35.6,29,89,59.6,30,7,2.7,0,27.2,27.2,27.1,0,10222015,0,Fall
10242015,66,54.7,46,43,36.4,32,69,51.6,29,10,4.2,0,27.1,27.1,27,0,10232015,0,Fall
10252015,70,57.3,47,42,35.9,31,77,48.1,24,18,8,0,27,27,26.9,0,10242015,0,Fall
10262015,59,50.5,42,46,39,33,96,68.1,38,13,5,0,27.1,27.1,27,0.04,10252015,0,Fall
10272015,60,47.8,38,37,34.5,32,83,62.3,36,9,3.5,0,27.2,27.1,27.1,0,10262015,0.39,Fall
10282015,53,47.8,42,45,38.5,34,96,71.3,54,10,4.9,0,27.1,27.1,27,0,10272015,0.23,Fall
10292015,58,48.1,42,45,42.1,38,100,81.2,51,20,7.9,0,27.1,27.1,27,0.08,10282015,0,Fall
10302015,50,45.5,40,44,39.4,35,86,79.6,71,13,8.4,5,27.1,27.1,27,0,10292015,0.13,Fall
10312015,63,55,48,49,45.8,42,90,72.3,53,10,7.5,5,27,27,26.9,0.06,10302015,0.19,Fall
1112015,60,54.3,48,51,46.2,40,86,74.8,47,13,6.8,0,27,27,26.9,0.02,10312015,1,Fall
1122015,50,47,43,44,39.5,35,90,75.8,61,10,5.5,0,26.9,26.8,26.8,0.07,1112015,0,Fall
1132015,50,43.5,35,34,30.3,26,76,60.8,41,28,17.6,8,26.9,26.8,26.7,0,1122015,0.84,Fall
1142015,51,40.5,33,30,25.9,21,79,58,36,16,9.1,0,27.1,27,26.9,0,1132015,0.01,Fall
1152015,48,39.6,30,29,26,22,82,60,41,12,4,0,27.2,27.2,27.1,0,1142015,0.03,Fall
1162015,51,41.2,32,33,29.7,27,82,65.2,43,12,3.9,0,27.4,27.3,27.2,0,1152015,0.01,Fall
1172015,55,43.8,34,30,26.8,24,75,53.6,31,24,13.1,9,27.4,27.2,27.1,0,1162015,0.04,Fall
1182015,59,48.7,38,41,27.9,25,74,46.9,27,20,12.5,0,27.1,26.9,26.9,0,1172015,0,Fall
1192015,48,41.2,37,45,38.2,0,100,90.1,0,17,7.3,0,27,26.9,26.8,0,1182015,0.51,Fall
11102015,47,37.3,32,37,33,29,100,85.7,56,17,7.4,0,27.2,27.1,27,0.31,1192015,0.25,Fall
11112015,47,38.7,30,36,29,24,92,71,42,6,3,0,27.3,27.3,27.2,0,11102015,0.13,Fall
11122015,49,40.2,32,36,29.5,22,96,69.1,36,12,3.5,0,27.4,27.3,27.3,0,11112015,0.11,Fall
11132015,55,44.8,37,32,29,27,70,55.6,34,17,9.7,5,27.3,27.2,27.1,0,11122015,0,Fall
11142015,63,49.4,36,31,27.4,23,79,46.2,22,18,10.8,0,27.1,26.9,26.8,0,11132015,0.81,Fall
11152015,57,44.7,32,34,28.1,24,100,57.5,28,22,13.9,7,26.8,26.7,26.6,0,11142015,1.16,Fall
11162015,42,34.9,31,32,25.4,20,100,70.3,43,26,15.3,0,27.2,27,26.8,0.12,11152015,2.06,Fall
11172015,47,37.7,32,35,31.7,23,96,80.2,59,12,6.8,0,27.2,27.2,26.9,0.04,11162015,0.42,Fall
11182015,52,42.7,35,43,25.4,15,93,52.5,29,28,12.3,0,27.2,27.1,26.9,0.03,11172015,0.31,Fall
11192015,42,37.9,34,39,33,21,100,83.5,57,14,8.9,5,27.2,27.1,27,0,11182015,0.93,Fall
11202015,43,34.3,27,33,24.6,16,96,70.7,38,15,8.1,3,27.5,27.4,27.2,0.09,11192015,0.14,Fall
11212015,40,31.1,25,26,20.5,17,88,66.3,45,13,5.5,0,27.5,27.4,27.4,0,11202015,0.01,Fall
11222015,42,30.7,23,26,22.2,18,89,72.3,47,9,3,0,27.4,27.3,27.1,0,11212015,0,Fall
11232015,44,32.6,24,26,23.8,20,89,72.2,45,5,0.9,0,27.1,27,26.8,0,11222015,0,Fall
11242015,43,35.8,31,36,31.3,26,100,84.5,62,10,3.4,0,26.8,26.7,26.6,0,11232015,0,Fall
11252015,36,33.3,30,36,32,26,100,95.2,82,13,5.9,0,27,26.8,26.7,0.53,11242015,0.26,Fall
11262015,31,26.6,21,27,22.7,17,92,85,78,9,4,0,27.3,27.2,27,0.33,11252015,0.14,Fall
11272015,22,17.6,12,19,15.5,9,100,91.3,85,13,7,0,27.4,27.3,27.3,0,11262015,0,Fall
11282015,23,18.2,10,18,15.2,7,100,87.9,78,10,3.5,0,27.3,27.3,27.2,0,11272015,0,Fall
11292015,19,16.6,14,14,12.1,10,88,82.9,73,8,4.7,0,27.3,27.3,27.3,0,11282015,0,Fall
11302015,19,17.3,13,15,13.1,9,88,83.7,79,10,6.7,3,27.3,27.3,27.2,0,11292015,0,Fall
1212015,16,12.8,10,11,8.4,6,92,82.8,74,10,5.3,0,27.4,27.4,27.4,0,11302015,0,Fall
1222015,30,24,14,25,18.1,9,86,78.2,69,12,1.9,0,27.4,27.3,27.3,0,1212015,0.03,Fall
1232015,39,34.7,28,31,27.7,22,82,75.9,67,21,12.4,5,27.3,27,26.9,0,1222015,0.52,Fall
1242015,45,39.5,35,37,33.4,28,93,79.9,53,15,7.2,0,27.3,27.1,26.9,0,1232015,0.31,Fall
1252015,47,39.8,33,31,28.2,24,89,65.3,47,23,14,6,27.4,27.3,27.2,0.13,1242015,0.24,Fall
1262015,51,44,40,35,29.7,25,63,57.1,50,17,11.4,5,27.3,27.2,27.2,0,1252015,0.08,Fall
1272015,51,46.3,42,46,41,35,93,82,68,17,13.1,6,27.2,27.1,27,0.12,1262015,0.82,Fall
1282015,53,49,45,45,42.3,40,93,78,71,14,9.8,3,27.1,27.1,27,0.41,1272015,0.24,Fall
1292015,55,47.9,40,42,38.5,36,89,71.3,51,22,11.2,0,27,26.9,26.8,0.01,1282015,1.29,Fall
12102015,49,43.7,36,41,35,31,89,72.1,54,28,10,0,26.9,26.7,26.5,0.02,1292015,2.31,Fall
12112015,45,39.3,36,37,33.8,31,93,81.2,66,13,8,3,26.9,26.8,26.7,0.2,12102015,0.22,Fall
12122015,41,38.3,35,35,33,29,93,81.5,62,23,12.4,8,27,26.9,26.9,0.07,12112015,0.3,Fall
12132015,50,38.7,33,39,34.2,31,96,84.9,59,26,18.5,10,26.9,26.6,26.5,0.1,12122015,0,Fall
12142015,39,34.3,30,30,27.3,25,85,76.5,62,26,16.3,10,27,26.9,26.7,0.3,12132015,0.64,Fall
12152015,39,32.2,28,25,23.6,22,82,71.5,53,23,14,5,27.2,27.1,27,0,12142015,0.04,Fall
12162015,32,29.9,20,30,27.2,18,100,90,75,12,4.7,0,27.2,27.1,27.1,0,12152015,0,Fall
12172015,35,29,17,31,23.2,13,93,79.7,51,18,12.7,3,27.2,27.1,27,0.08,12162015,0.18,Fall
12182015,43,38.9,35,37,33.8,31,89,81.9,74,20,14.7,8,27,27,26.9,0.05,12172015,0.02,Fall
12192015,43,37.3,33,37,34.9,31,100,91,76,18,5.7,0,27,26.9,26.9,0.16,12182015,1.17,Fall
12202015,39,32.2,26,34,30.2,26,100,93.2,65,15,4.4,0,27,27,26.9,0.04,12192015,0.42,Fall
12212015,45,37.9,34,37,33.3,26,100,83.9,60,26,14.7,0,27,26.7,26.5,0.05,12202015,0,Fall
12222015,39,35.3,33,34,30.1,26,100,82.3,62,12,4.8,0,26.6,26.6,26.6,0.16,12212015,0.28,Winter
12232015,36,32.2,26,31,27.1,23,100,83,59,20,8.8,0,26.8,26.7,26.6,0.1,12222015,0.97,Winter
12242015,32,26.4,18,30,23.8,16,100,89.7,75,17,6.4,0,26.9,26.8,26.7,0.04,12232015,0.18,Winter
12252015,27,22.8,19,22,18.6,15,93,83.9,74,12,3.4,0,27.4,27.1,26.9,0.1,12242015,0.32,Winter
12262015,20,15.2,11,16,10.1,4,88,80.1,71,16,5.4,0,27.6,27.5,27.4,0,12252015,0.1,Winter
12272015,16,12.6,11,9,6.2,3,84,75.8,68,22,8.3,0,27.5,27.3,27.1,0,12262015,0,Winter
12282015,20,16.4,11,14,12.3,8,88,84.1,78,10,4.5,0,27.1,27,27,0,12272015,0,Winter
12292015,23,18.9,12,17,13.8,9,88,80.8,71,8,5.9,0,27.2,27.1,27,0,12282015,0.34,Winter
12302015,25,22.8,19,19,16.5,13,86,77.3,69,8,2.9,0,27.4,27.3,27.2,0,12292015,0.06,Winter
12312015,22,19.2,11,18,13.3,5,86,77.5,66,12,6.4,0,27.6,27.5,27.4,0,12302015,0,Winter
112016,17,10.5,5,7,3.4,0,84,73.3,62,10,5.3,0,27.6,27.5,27.4,0.01,12312015,0,Winter
122016,19,11.3,4,10,4.1,0,84,73.5,57,10,4.2,0,27.4,27.3,27.2,0,112016,0,Winter
132016,34,22.6,13,26,15.9,10,88,75.8,66,10,3.3,0,27.2,27.1,27,0,122016,0,Winter
142016,38,30.6,26,27,24.1,21,85,77.2,59,8,1.4,0,27,26.9,26.8,0,132016,0,Winter
152016,39,33.5,26,35,30.5,24,96,88.8,82,7,2,0,26.8,26.8,26.8,0,142016,0.04,Winter
162016,43,36.6,34,38,34.7,32,100,92.8,81,8,3.3,0,26.8,26.8,26.8,0,152016,0.13,Winter
172016,36,34,32,34,33.1,30,100,96.7,87,10,5.3,0,26.9,26.9,26.8,0.04,162016,0.11,Winter
182016,40,29.4,25,32,27.1,24,100,91.9,70,10,2.1,0,27.1,27,26.9,0,172016,0,Winter
192016,41,31.4,26,31,26.3,24,96,82.3,57,10,3.8,0,27.2,27.1,27.1,0,182016,0,Winter
1102016,34,27.1,21,27,23.5,19,100,86.9,72,9,2.6,0,27.4,27.3,27.2,0,192016,0,Winter
1112016,33,27.9,21,23,19.9,15,81,71.7,66,12,8,3,27.4,27.4,27.4,0,1102016,0,Winter
1122016,39,31,24,25,22.5,19,81,71.5,57,15,9.3,0,27.4,27.3,27.1,0,1112016,0,Winter
1132016,42,35.6,30,33,26.1,20,86,69,53,23,11.3,3,27.1,27,26.9,0,1122016,0.2,Winter
1142016,40,32,23,34,28.1,22,100,87.1,51,18,7.1,0,27.1,27,26.9,0.12,1132016,0.48,Winter
1152016,36,32.5,30,32,30.2,27,100,91.9,81,9,4.5,0,27.1,27,26.9,0.1,1142016,0.74,Winter
1162016,38,33.7,29,33,30.4,27,96,88.2,76,12,6.8,0,27.1,27.1,27,0,1152016,0,Winter
1172016,45,32.6,25,36,28.8,24,100,86.3,62,18,5.4,0,27.2,27.1,27,0.04,1162016,0.09,Winter
1182016,46,40.3,34,38,34.7,31,100,81.4,63,17,6.6,0,27.1,27.1,27,0.1,1172016,0.36,Winter
1192016,46,40.9,37,41,32.9,29,100,74.2,54,25,15.4,0,27.1,27,26.8,0.01,1182016,0.36,Winter
1202016,45,39.2,35,34,27.9,26,86,64.7,48,14,7,0,27.4,27.2,26.9,0.1,1192016,0.03,Winter
1212016,47,40.5,37,30,25.7,23,68,56.4,41,15,10.6,5,27.4,27.3,27.1,0,1202016,0.49,Winter
1222016,47,42.2,37,35,28.3,23,79,58.8,43,22,13.8,6,27.2,27.1,27,0,1212016,0.52,Winter
1232016,49,42.2,37,38,35.7,34,100,78.4,61,20,10,0,27,26.9,26.9,0,1222016,0.91,Winter
1242016,44,37.7,30,35,31,26,93,78.3,53,13,5.3,0,27.2,27.1,26.9,0.04,1232016,0.25,Winter
1252016,44,34.9,28,29,25.9,24,88,71.1,51,9,3.8,0,27.4,27.3,27.2,0,1242016,0.77,Winter
1262016,44,34.6,30,30,25.8,21,82,71.2,58,12,4.4,0,27.5,27.4,27.4,0,1252016,0,Winter
1272016,43,34.3,28,30,26.2,22,89,73,58,12,5.5,0,27.5,27.4,27.4,0,1262016,0,Winter
1282016,46,35,28,36,30.4,24,100,84.9,46,13,5.3,0,27.4,27.2,27.1,0,1272016,0.3,Winter
1292016,46,36.4,32,41,30.1,0,100,81.3,0,22,6.5,0,27.2,27,26.8,0.14,1282016,1.03,Winter
1302016,40,35.8,31,34,29.9,27,96,80.2,60,14,5.4,0,27,26.9,26.9,0.23,1292016,0.4,Winter
1312016,32,28,25,31,27.2,24,100,96.3,86,8,3,0,27,27,26.9,0.01,1302016,0.24,Winter
212016,37,27.4,21,25,21.3,18,100,79.4,50,20,6.5,0,27.1,27,26.9,0,1312016,0,Winter
222016,37,28.9,22,22,19.5,16,85,69,48,8,4,0,27.3,27.2,27.1,0,212016,0,Winter
232016,38,31,24,27,19.5,16,88,63.5,50,15,10.6,7,27.3,27.3,27.3,0,222016,0.01,Winter
242016,39,32.3,28,32,28.9,26,96,87.2,70,14,6.1,0,27.5,27.4,27.3,0.08,232016,0.02,Winter
252016,47,33.9,28,36,31.1,28,100,90.6,66,16,3.8,0,27.5,27.5,27.4,0.01,242016,0.74,Winter
262016,46,37,30,32,29.5,27,92,74.8,56,16,7.3,0,27.4,27.4,27.4,0,252016,0.11,Winter
272016,47,36,27,36,30.6,25,92,81.9,61,10,2.5,0,27.6,27.6,27.4,0,262016,0.14,Winter
282016,44,36.8,32,35,30.8,27,89,79.6,68,14,7.3,0,27.7,27.6,27.6,0,272016,0,Winter
292016,44,32.5,27,33,27.1,23,92,80.9,63,12,4.7,0,27.6,27.5,27.4,0,282016,0,Winter
2102016,42,30.2,26,33,28.2,25,100,92.5,65,10,2.9,0,27.5,27.4,27.4,0,292016,0,Winter
2112016,47,41.4,35,35,32.7,29,86,71.7,61,9,3.4,0,27.4,27.3,27.3,0,2102016,0,Winter
2122016,48,38.9,30,35,31.1,27,92,74.7,56,8,1.5,0,27.3,27.3,27.2,0,2112016,0,Winter
2132016,51,38.8,30,34,30.4,26,100,76,38,12,4,0,27.3,27.3,27.2,0,2122016,1.01,Winter
2142016,48,43.4,39,43,39.9,35,100,88.2,71,7,2.8,0,27.3,27.2,27.2,0.07,2132016,0.46,Winter
2152016,59,50.2,43,44,41.9,39,97,74.7,55,13,5,0,27.2,27.2,27.1,0.2,2142016,0.3,Winter
2162016,60,49.9,41,42,36.9,33,82,62.8,39,12,6.8,0,27.1,27.1,26.9,0,2152016,0.22,Winter
2172016,57,50.9,41,37,33.5,30,76,52.5,39,21,14,9,26.9,26.7,26.4,0,2162016,0.39,Winter
2182016,56,44.3,0,39,30.9,0,93,55.9,0,24,9.7,0,27,26.6,26.4,0,2172016,0,Winter
2192016,57,45.9,40,37,31.3,27,80,58.4,32,28,11,0,27.1,27,26.9,0,2182016,0.47,Winter
2202016,48,40.5,35,29,25.2,21,70,56.1,36,9,4.4,0,27.4,27.3,27.2,0,2192016,0.14,Winter
2212016,52,42.3,33,31,25,21,68,51.6,36,14,7.8,0,27.3,27.3,27.2,0,2202016,0.38,Winter
2222016,49,39.5,31,30,24.6,15,85,58.5,29,20,10.1,0,27.3,27.3,27.2,0,2212016,0,Winter
2232016,50,37.2,25,24,19.8,16,81,53.2,28,17,9.3,0,27.4,27.3,27.3,0,2222016,0.05,Winter
2242016,53,41,31,26,21.7,17,69,48.2,30,10,4,0,27.3,27.3,27.3,0,2232016,0.17,Winter
2252016,55,42.4,31,30,26.2,23,76,55,33,12,3.5,0,27.3,27.3,27.3,0,2242016,0,Winter
2262016,65,48,33,35,30.8,27,78,53.6,29,21,9,0,27.3,27.1,27,0,2252016,0,Winter
2272016,54,46.3,41,42,37.2,33,96,72.1,50,14,5.4,0,27.2,27.1,27,0,2262016,0,Winter
2282016,59,48.3,39,39,35.1,31,86,63.3,35,15,10,0,27.2,27.1,27,0.17,2272016,0.26,Winter
2292016,52,44.3,34,37,22.7,12,74,45.6,20,10,6.3,0,27.3,27.2,27.2,0,2282016,0.04,Winter
312016,60,50.3,43,41,33,22,76,52.3,39,18,11,0,27.2,27.1,26.9,0,2292016,0.87,Winter
322016,58,49.6,38,35,27.3,21,76,45,24,14,6.3,0,27.1,27.1,27,0,312016,0.21,Winter
332016,63,51,42,43,30.9,21,90,49.2,30,17,7.6,0,27.1,27.1,27,0,322016,0.77,Winter
342016,67,52,36,40,35.5,33,93,58.1,31,16,9.7,3,27.1,27,26.9,0,332016,0.17,Winter
352016,63,55.9,47,45,40.3,35,90,57.4,41,18,10.9,3,26.9,26.8,26.6,0,342016,0.01,Winter
362016,64,50,39,45,37.4,32,86,64.5,31,29,11,0,26.8,26.7,26.5,0.1,352016,0.29,Winter
372016,51,44.5,38,36,33.1,31,79,65.2,46,12,6.8,0,26.9,26.8,26.8,0.22,362016,0.11,Winter
382016,51,43.5,36,37,30.9,22,87,64.4,32,15,5.3,0,27,27,26.9,0,372016,0.14,Winter
392016,52,46.2,38,38,34.1,28,93,64.9,40,20,9,0,27.1,27,27,0.01,382016,0.17,Winter
3102016,60,55.2,50,43,38.2,36,77,53.7,41,18,11.8,0,27,27,26.9,0,392016,0.24,Winter
3112016,62,52.5,47,46,42.4,38,89,70.3,42,23,11.3,0,27,26.8,26.6,0,3102016,0.89,Winter
3122016,56,49.5,46,45,39,29,93,69.6,36,15,5.6,0,26.9,26.9,26.8,0.03,3112016,0.17,Winter
3132016,53,47.5,43,46,39.3,34,93,73.9,56,22,12.8,3,26.9,26.8,26.7,0.06,3122016,0.33,Winter
3142016,47,41.8,37,38,30.6,24,93,66.4,41,28,11.4,0,27.1,26.9,26.7,0.25,3132016,0.23,Winter
3152016,44,38.5,37,35,31,27,93,75,53,15,5.7,0,27.2,27.2,27.1,0.04,3142016,0.53,Winter
3162016,49,41.3,35,39,35.5,33,96,81,56,9,4,0,27.2,27.2,27.1,0.05,3152016,0.25,Winter
3172016,50,42.3,36,36,28.5,19,89,61.7,35,18,8.2,0,27.2,27.1,27.1,0.05,3162016,0,Winter
3182016,52,40.8,29,25,22.5,20,78,51.1,31,21,8.4,0,27.2,27.2,27.2,0,3172016,0,Winter
3192016,62,45.9,33,33,23.9,20,64,44.3,24,16,13.2,8,27.2,27.2,27.1,0,3182016,0,Winter
3202016,69,52.2,38,50,31,22,96,48.3,21,22,12.3,6,27.1,27,26.9,0,3192016,0,Spring
3212016,59,50.2,41,45,40.5,37,89,70.7,48,23,9.7,0,27,26.9,26.7,0.07,3202016,0.01,Spring
3222016,50,44,38,39,30.3,24,83,60,38,23,12.8,0,27.1,27,26.9,0.27,3212016,0.17,Spring
3232016,54,45.1,36,33,30.2,28,76,57.8,38,14,7.5,5,27.3,27.2,27.1,0,3222016,0.33,Spring
3242016,57,48.2,42,38,28.6,20,68,47.8,31,25,12.3,0,27.2,27.1,27,0,3232016,0,Spring
3252016,48,41.1,35,30,27.1,22,76,58.8,39,22,10.1,0,27.1,27.1,27,0,3242016,0.23,Spring
3262016,52,40.7,27,29,25,22,85,57.3,31,8,4.8,0,27.2,27.1,27,0,3252016,0,Spring
3272016,53,47.2,40,35,27.4,20,63,47.1,27,13,7.6,3,27,27,26.9,0,3262016,0,Spring
3282016,55,41.4,29,26,23,19,82,52.7,24,28,11.8,0,27,26.9,26.8,0,3272016,0.24,Spring
3292016,58,46.3,38,34,26.3,22,70,47.5,30,22,14.7,7,26.8,26.7,26.7,0,3282016,0.07,Spring
3302016,63,49.1,35,33,31.1,29,79,53.9,28,14,5,0,27,26.9,26.9,0,3292016,0,Spring
3312016,68,52.3,38,35,32.6,31,76,50.8,27,21,7.9,0,27.1,27,27,0,3302016,0,Spring
412016,66,53.9,41,35,31.4,28,73,45.8,24,15,7,0,27.3,27.2,27.1,0,3312016,0,Spring
422016,72,56.8,42,37,33.2,30,70,44.5,22,10,5.2,0,27.2,27.1,27,0,412016,0,Spring
432016,74,59.8,46,41,36.6,34,66,44.4,24,12,5.7,0,27.1,27.1,27,0,422016,0,Spring
442016,62,54.4,44,40,30.8,16,56,42,19,23,12.4,0,27.3,27.1,27,0,432016,0,Spring
452016,56,47.3,39,30,25.9,23,67,45.3,28,20,8.3,0,27.5,27.4,27.3,0,442016,0.19,Spring
462016,70,53.2,38,36,30.1,27,68,44.5,23,12,4.4,0,27.5,27.4,27.3,0,452016,0,Spring
472016,76,59.8,41,43,34.8,30,67,42.2,22,10,4.9,0,27.3,27.2,27,0,462016,0,Spring
482016,77,62.5,48,42,36,33,59,39.8,21,15,4.4,0,27,26.9,26.8,0,472016,0,Spring
492016,78,63.7,49,42,37.2,34,56,39.8,22,12,4.5,0,26.8,26.8,26.7,0,482016,0,Spring
4102016,74,62.8,51,43,37.9,30,68,42.5,23,12,7,0,26.8,26.8,26.7,0,492016,0,Spring
4112016,74,61,47,43,38,33,71,45.4,23,16,6.5,0,27,27,26.9,0,4102016,0,Spring
4122016,68,58,52,49,41.6,37,89,56.1,35,22,10.1,3,27.1,27,27,0,4112016,0,Spring
4132016,63,52.2,44,49,40.6,31,100,69.3,33,23,5.9,0,27.1,27,26.8,0.09,4122016,0,Spring
4142016,55,48.8,43,48,37.1,27,88,66.4,37,22,8.1,0,27,26.9,26.8,0.07,4132016,0.32,Spring
